tt0112159;Neon Genesis Evangelion;A teenage boy finds himself recruited as a member of an elite team of pilots by his father.;85;1995;[drama,action,animation];neon_genesis_evangelion.jpg;[26]
tt0995832;Generation Kill;A Rolling Stone reporter, embedded with The 1st Recon Marines chronicles his experiences during the first wave of the American-led assault on Baghdad in 2003.;85;2008;[drama,war];generation_kill.jpg;[7]
tt0387764;Peep Show;Mark and Jez are a couple of twenty-something roommates who have nothing in common - except for the fact that their lives are anything but normal. Mayhem ensues as the pair strive to cope with day-to-day life.;86;2003;[comedy];peep_show.jpg;[6,6,6,6,6,6,6,6,6]
tt0118273;Brass Eye;Controversal spoof of current affairs television, and the role of celebrity in the UK.;85;1997;[comedy];brass_eye.jpg;[6,1]
tt1870479;The Newsroom;A newsroom undergoes some changes in its workings and morals as a new team is brought in, bringing unexpected results for its existing news anchor.;85;2012;[drama];the_newsroom.jpg;[10,9,6]
tt0472027;John Adams;The life of one of the USA's Founding Fathers, its second President, and his role in the nation's first 50 years.;85;2008;[drama,biography,history];john_adams.jpg;[7]
tt0086831;Yes, Prime Minister;James Hacker was propelled along the corridors of power to the very pinnacle of politics - Number 10.;85;1986;[comedy];yes_prime_minister.jpg;[8,8]
tt3920596;Big Little Lies;The apparently perfect lives of three mothers of first graders unravel to the point of murder.;85;2017;[crime,drama,mystery];big_little_lies.jpg;[7,7]
tt0161952;Saint Seiya;A group a young warriors known as 'Saints', each in possession of a 'cloth' guarded by a different constellation, must protect the reincarnation of the goddess Athena as she attempts to keep the Earth from being destroyed by evil forces.;85;1986;[action,adventure,animation];saint_seiya.jpg;[73,26,15]
tt2401256;The Night Of;After a night of partying with a woman he picked up, a man wakes up to find her stabbed to death and is charged with her murder.;85;2016;[crime,drama];the_night_of.jpg;[9]
tt1494191;The Untold History of the United States;Oliver Stone's re-examination of under-reported events in American history.;85;2012;[history,war,documentary];the_untold_history_of_the_united_states.jpg;[12]
tt1489428;Justified;Old-school U.S. Marshal Raylan Givens is reassigned from Miami to his childhood home in the poor, rural coal mining towns in eastern Kentucky.;85;2010;[crime,drama,action];justified.jpg;[13,13,13,13,13,13]
tt0979432;Boardwalk Empire;An Atlantic City, New Jersey politician plays both sides of the law, conspiring with gangsters during the Prohibition era.;85;2010;[crime,drama,history];boardwalk_empire.jpg;[12,12,13,12,8]
tt5290382;Mindhunter;Set in the late 1970s, two FBI agents are tasked with interviewing serial killers to solve open cases.;85;2017;[crime,drama,thriller];mindhunter.jpg;[10,8]
tt8595766;Yeh Meri Family;Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.;85;2018;[drama,family,comedy];yeh_meri_family.jpg;[7]
tt0083390;Brideshead Revisited;Two young men meet at Oxford. Charles Ryder, though of no family or money, becomes friends with Sebastian Flyte when Sebastian throws up in his college room through an open window. He then invites Charles to lunch after his teddy bear Aloysius "refuses to talk to him" unless he is forgiven. Charles becomes involved with Sebastian's family, Catholic peers of the realm in Protestant England. The story is told in flashback as Charles, now an officer in the British Army, is moved with his company to an English country house that he discovers to be Brideshead, Sebastian's family home where Charles has a series of memories of his youth and young manhood, his loves, life, and a journey of faith and anguish.;85;1981;[drama,romance];brideshead_revisited.jpg;[11]
tt6468322;Money Heist;A group of very peculiar robbers assault the Factory of Moneda and Timbre to carry out the most perfect robbery in the history of Spain and take home 2.4 billion euros.;85;2017;[crime,action,mystery];money_heist.jpg;[15,7,8]
tt0423731;Samurai Champloo;Fuu, a waitress who works in a teahouse, rescues two master swordsmen, Mugen and Jin, from their execution to help her find the "samurai who smells of sunflowers.";85;2004;[action,adventure,animation];samurai_champloo.jpg;[26]
tt1227926;Dr. Horrible's Sing-Along Blog;An aspiring supervillain must balance his career and his pursuit of a beautiful do-gooder.;85;2008;[sci-fi,comedy,musical];dr._horribles_sing-along_blog.jpg;[3]
tt0237123;Coupling;Six best friends talk about all aspects of sex and relationships on their never-ending quest to find true love.;85;2000;[romance,comedy];coupling.jpg;[6,9,7,6]
